1,24,3,11,2,6,4,2096,3072,101184,2,3,1,6,24,11,39,13,2174,0,40
1,24,3,6,6,5,6,4304,7056,267072,6,3,1,5,24,6,50,13,0,0,13
1,24,1,1,3,6,4,9504,656,448256,3,1,1,6,24,1,38,9,0,0,40
1,24,16,1,3,5,7,8960,656,815616,3,16,1,5,24,1,53,7,0,0,40
2,9,3,3,3,4,2,960,6240,327168,3,3,2,4,9,3,28,13,0,0,40
2,24,15,6,3,4,4,5952,7056,579648,3,15,2,4,24,6,37,14,0,0,40
2,37,4,10,3,6,6,7568,8992,75456,3,4,2,6,37,10,49,5,0,0,16
1,24,1,6,6,5,7,7600,7056,683904,6,1,1,5,24,6,52,9,0,0,45
2,24,15,3,3,6,3,9424,2032,126016,3,15,2,6,24,3,31,14,14084,0,50
1,24,3,6,3,5,5,4304,7056,862208,3,3,1,5,24,6,42,13,5178,0,40
1,24,5,6,3,5,4,4416,7056,619136,3,5,1,5,24,6,37,10,0,0,80
1,39,3,3,2,5,2,960,5360,327168,2,3,1,5,39,3,30,13,0,0,40
2,24,3,11,3,1,1,2096,3072,149440,3,3,2,1,24,11,23,13,0,0,30
1,24,6,4,3,6,3,2704,2496,923520,3,6,1,6,24,4,32,12,0,0,50
1,13,14,9,3,5,4,5168,8608,193472,3,14,1,5,13,9,40,11,0,0,40
1,19,8,12,3,5,3,1072,7008,466240,3,8,1,5,19,12,34,4,0,0,45
1,24,1,8,6,1,1,1312,7872,312576,6,1,1,1,24,8,25,9,0,0,35
1,24,1,13,3,2,3,3264,6800,619968,3,1,1,2,24,13,32,9,0,0,40
1,24,16,4,3,5,4,7520,2496,203456,3,16,1,5,24,4,38,7,0,0,50
2,24,15,6,6,2,5,5952,7056,623168,6,15,2,2,24,6,43,14,0,0,45
1,24,7,3,3,5,4,16,2032,175616,3,7,1,5,24,3,40,16,0,0,60
2,24,1,10,3,2,7,7968,5504,467520,3,1,2,2,24,10,54,9,0,0,20
1,24,4,8,5,5,3,640,7872,216576,5,4,1,5,24,8,35,5,0,0,40
1,24,16,12,3,5,5,2624,5088,146624,3,16,1,5,24,12,43,7,0,2042,40
2,24,1,14,3,2,8,6720,8928,969344,3,1,2,2,24,14,59,9,0,0,40
1,24,3,14,5,5,8,928,8928,913600,5,3,1,5,24,14,56,13,0,0,40
1,24,1,9,3,1,1,3888,4224,190912,3,1,1,1,24,9,19,9,0,0,40
1,18,5,7,4,5,7,6224,2896,846144,4,5,1,5,18,7,54,10,0,0,60
1,24,1,6,3,6,4,7600,7056,932480,3,1,1,6,24,6,39,9,0,0,80
1,24,1,9,3,5,6,3888,4224,696064,3,1,1,5,24,9,49,9,0,0,40
1,24,6,15,5,6,1,4000,4688,963072,5,6,1,6,24,15,23,12,0,0,52
1,24,5,4,3,1,1,6000,2496,586176,3,5,1,1,24,4,20,10,0,0,44
1,24,3,6,3,1,5,4304,7056,862208,3,3,1,1,24,6,45,13,0,1408,40
1,24,5,11,5,1,2,2656,3072,6592,5,5,1,1,24,11,30,10,0,0,40
1,24,5,10,2,5,1,5168,5504,319424,2,5,1,5,24,10,22,10,0,0,15
1,8,16,13,3,2,6,5824,4656,379200,3,16,1,2,8,13,48,7,0,0,40
1,24,5,13,3,1,1,7552,6800,770176,3,5,1,1,24,13,21,10,0,0,40
2,24,1,11,3,4,1,8224,3072,441920,3,1,2,4,24,11,19,9,0,0,25
1,13,5,4,3,5,3,6000,2704,64,3,5,1,5,13,4,31,10,0,0,38
1,24,6,3,6,5,6,8096,2032,72128,6,6,1,5,24,3,48,12,0,0,40
1,24,4,13,3,5,3,7248,6800,586688,3,4,1,5,24,13,31,5,0,0,43
1,24,3,3,6,5,7,960,2032,731584,6,3,1,5,24,3,53,13,0,0,40
1,24,3,14,3,5,1,928,8928,431680,3,3,1,5,24,14,24,13,0,0,50
2,24,1,11,3,2,6,8224,3072,83904,3,1,2,2,24,11,49,9,0,0,40
1,24,1,1,3,6,1,9504,656,93056,3,1,1,6,24,1,25,9,0,0,35
1,24,3,3,5,5,8,960,2032,274784,5,3,1,5,24,3,57,13,0,0,40
1,24,1,13,3,5,7,3264,6800,608704,3,1,1,5,24,13,53,9,0,0,38
2,24,15,6,3,2,5,5952,7056,623168,3,15,2,2,24,6,44,14,0,0,40
1,24,14,9,2,5,5,5168,4224,219136,2,14,1,5,24,9,41,11,0,0,40
1,24,14,3,3,6,2,592,2032,718272,3,14,1,6,24,3,29,11,0,0,43
2,24,5,6,3,4,1,4416,7056,68352,3,5,2,4,24,6,25,10,0,0,40
2,13,1,10,3,1,0,7968,5616,129280,3,1,2,1,13,10,18,9,0,0,30
2,14,10,3,3,4,6,2096,3456,18944,3,10,2,4,14,3,47,15,0,1902,60
1,24,3,6,5,6,6,4304,7056,267072,5,3,1,6,24,6,50,13,0,0,55
1,24,1,6,1,6,6,7600,7056,668672,1,1,1,6,24,6,47,9,0,0,60
1,24,5,14,3,5,5,2256,8928,924288,3,5,1,5,24,14,43,10,0,0,40
1,19,12,13,3,5,6,6672,6160,431808,3,12,1,5,19,13,46,3,0,0,40
1,8,14,10,3,5,3,9552,1248,772352,3,14,1,5,8,10,35,11,0,0,40
1,24,1,11,3,5,5,8224,3072,560320,3,1,1,5,24,11,41,9,0,0,48
1,24,1,13,3,5,2,3264,6800,711104,3,1,1,5,24,13,30,9,5013,0,40
1,24,3,4,3,5,2,2512,2496,458880,3,3,1,5,24,4,30,13,2407,0,40
1,13,8,7,4,6,3,4080,1984,431296,4,8,1,6,13,7,32,4,0,0,40
1,24,1,12,3,5,6,4240,5088,902752,3,1,1,5,24,12,48,9,0,0,40
1,24,7,3,3,5,5,16,2032,894912,3,7,1,5,24,3,42,16,0,0,45
1,24,5,14,3,6,2,2256,8928,113216,3,5,1,6,24,14,29,10,0,0,58
1,24,1,9,3,5,4,3888,4224,343360,3,1,1,5,24,9,36,9,0,0,40
2,24,5,11,3,6,2,2656,3072,6592,3,5,2,6,24,11,28,10,0,0,40
2,24,1,11,3,4,7,8224,3072,271808,3,1,2,4,24,11,53,9,0,0,40
1,24,5,6,1,5,6,4416,7056,441408,1,5,1,5,24,6,49,10,0,0,50
1,24,5,7,4,1,1,6224,1488,256192,4,5,1,1,24,7,25,10,0,0,40
1,24,5,3,3,1,1,6400,2032,492672,3,5,1,1,24,3,19,10,0,0,32
2,24,3,4,3,1,3,2512,2496,789120,3,3,2,1,24,4,31,13,0,0,40
1,24,3,4,6,5,2,2512,2496,458880,6,3,1,5,24,4,29,13,0,0,70
1,24,5,13,3,6,1,7552,6800,770176,3,5,1,6,24,13,23,10,0,0,40
1,24,5,3,3,3,10,6400,2032,947456,3,5,1,3,24,3,79,10,0,0,20
1,19,1,10,3,1,2,7968,2256,254016,3,1,1,1,19,10,27,9,0,0,40
1,24,6,11,3,5,4,624,3072,565696,3,6,1,5,24,11,40,12,0,0,40
1,24,13,7,4,5,10,320,1488,359104,4,13,1,5,24,7,67,6,0,0,2
2,24,16,10,3,1,0,8448,5504,98048,3,16,2,1,24,10,18,7,0,0,22
1,24,8,8,5,5,3,9728,7872,348672,5,8,1,5,24,8,31,4,0,0,40
1,24,1,4,3,6,0,2848,2496,756352,3,1,1,6,24,4,18,9,0,0,30
1,9,3,10,3,5,7,640,8800,45440,3,3,1,5,9,10,52,13,0,0,40
2,24,1,10,3,4,6,7968,5504,587456,3,1,2,4,24,10,46,9,0,0,40
1,24,1,4,3,5,8,2848,2496,345920,3,1,1,5,24,4,59,9,0,0,48
2,24,1,9,3,6,5,3888,4224,707008,3,1,2,6,24,9,44,9,14344,0,40
2,24,1,4,3,1,7,2848,2496,353536,3,1,2,1,24,4,53,9,0,0,35
1,24,1,15,5,5,6,2528,4688,616512,5,1,1,5,24,15,49,9,0,0,40
1,24,15,3,3,5,3,9424,2032,126016,3,15,1,5,24,3,33,14,0,0,50
1,24,4,4,3,6,2,4608,2496,846912,3,4,1,6,24,4,30,5,0,0,40
2,24,7,3,5,6,5,16,2032,894912,5,7,2,6,24,3,43,16,0,0,50
1,24,14,3,3,5,8,592,2032,446976,3,14,1,5,24,3,57,11,0,0,40
2,24,5,9,3,2,4,8384,4224,955776,3,5,2,2,24,9,37,10,0,0,40
2,24,5,13,3,2,2,7552,6800,953792,3,5,2,2,24,13,28,10,0,0,25
2,13,1,4,3,4,2,2848,2704,706048,3,1,2,4,13,4,30,9,0,1573,35
1,24,3,15,5,5,3,5424,4688,335168,5,3,1,5,24,15,34,13,0,0,40
1,24,5,1,5,6,2,912,656,65600,5,5,1,6,24,1,29,10,0,0,50
1,24,7,3,6,5,6,16,2032,59456,6,7,1,5,24,3,48,16,0,1902,60
1,24,5,4,3,5,4,6000,2496,604800,3,5,1,5,24,4,37,10,0,0,48
2,30,6,6,3,2,6,7184,8640,439744,3,6,2,2,30,6,48,12,0,0,40
1,24,1,10,5,1,3,7968,5504,563520,5,1,1,1,24,10,32,9,0,0,40
1,24,15,6,3,5,10,5952,7056,364032,3,15,1,5,24,6,76,14,0,0,40
1,24,3,6,3,5,5,4304,7056,862208,3,3,1,5,24,6,44,13,15024,0,60
2,24,15,3,6,6,6,9424,2032,264896,6,15,2,6,24,3,47,14,0,0,50
2,24,5,14,3,1,1,2256,8928,720128,3,5,2,1,24,14,20,10,0,0,40
1,24,1,9,3,6,2,3888,4224,12800,3,1,1,6,24,9,29,9,0,0,40
1,24,1,9,1,5,3,3888,4224,171904,1,1,1,5,24,9,32,9,7688,0,40
2,24,13,7,4,1,0,320,1488,333376,4,13,2,1,24,7,17,6,34095,0,32
1,24,16,1,3,1,2,8960,656,24512,3,16,1,1,24,1,30,7,0,0,40
2,24,1,11,5,6,3,8224,3072,57984,5,1,2,6,24,11,31,9,0,0,40
1,24,1,1,3,5,5,9504,656,172544,3,1,1,5,24,1,42,9,0,0,40
1,24,3,4,3,3,1,2512,2496,421248,3,3,1,3,24,4,24,13,0,0,40
1,24,10,3,3,5,4,2096,2032,466816,3,10,1,5,24,3,38,15,0,0,40
